"time","toolid","moduleid","type","event","action","caller","recipeid","recipestepno","acttime","lotid","carrierid","slotno","waferid","message","uuid"
2024-01-04 15:36:20.550,tesla_sensor,model_3,D,MFC2 INLETV,CLOSE,SPT PROCESS,F2_EUNO-23,0,0,Brakes,CHAdeMo,22,"22","",d8d45edd-b7a1-4f8e-a6ab-6029a2a6d624
2024-01-04 15:36:38.750,tesla_sensor,model_3,D,MFC1 MVC,AUTO EXIT,SPT PROCESS,"",0,0,Brakes,"",0,"","","28286450-d70f-4c68-b5a6-84f3f6d90be9"
2024-01-04 16:53:54.320,tesla_sensor,model_3,D,MFC2 IAC,COMPLETE,SPT PROCESS,F2_EUNO-25,0,0,Air Filter,CHAdeMo,9,"09","00.0Sec","9a0abd3b-562b-4897-9919-cc0eb8865583"
2024-01-04 15:36:38.800,tesla_sensor,model_3,S,doors install,STEP END,"",F2_EUNO-23,0,0,Brakes,CHAdeMo,22,"22","",b67893de-0131-4372-af0c-891c26aacf75
2024-01-04 15:36:38.750,tesla_sensor,model_3,D,MFC2 MVC,AUTO EXIT,SPT PROCESS,"",0,0,Brakes,"",0,"","","44c9b7ed-36e6-4900-8e78-1989e8632d09"
2024-01-04 15:36:38.750,tesla_sensor,model_3,D,MFC3 MVC,AUTO EXIT,SPT PROCESS,"",0,0,Brakes,"",0,"","","6c487416-e884-482c-8759-f084d7a3cec9"
2024-01-04 15:36:38.750,tesla_sensor,model_3,D,MFC1 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Brakes,"",0,"","","89dfa636-5d0b-4b00-abfc-5676d230afa7"
2024-01-04 15:36:38.750,tesla_sensor,model_3,D,GAS1 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Brakes,"",0,"","","72da6080-3e25-4d88-b3c2-0e743da5c601"
2024-01-04 15:36:38.750,tesla_sensor,model_3,D,MFC2 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Brakes,"",0,"","","56e337c7-5730-40f2-8b2d-82093f7fa5b4"
2024-01-04 15:36:38.750,tesla_sensor,model_3,D,GAS2 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Brakes,"",0,"","","388b1fc4-3b28-4f09-a2fa-11aceb262b98"
2024-01-04 15:36:38.750,tesla_sensor,model_3,D,MFC3 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Brakes,"",0,"","","74f27aa2-6296-4aca-abc9-17a45cf05c93"
2024-01-04 15:36:38.750,tesla_sensor,model_3,D,GAS3 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Brakes,"",0,"","",e787d00c-675b-4333-a9c8-f7b5e02bd087
2024-01-04 15:36:38.770,tesla_sensor,model_3,D,PRCS1 PS,AUTO EXIT,SPT PROCESS,"",0,0,Brakes,"",0,"","","9efd15cc-4834-49cd-9c83-e4bb631c90ed"
2024-01-04 15:36:38.770,tesla_sensor,model_3,D,PRCS TRIGGER,AUTO EXIT,SPT PROCESS,"",0,0,Brakes,"",0,"","",b50ba6d0-227d-48ec-a261-20397d9eb7c7
2024-01-04 15:36:38.820,tesla_sensor,model_3,D,PRCS1 PS,AUTO EXIT,PROCESS,"",0,0,Brakes,"",0,"","","41f346b6-d1f2-48a7-b6b9-10c8356e37f0"
2024-01-04 15:36:38.820,tesla_sensor,model_3,D,RF2 PS,AUTO EXIT,PROCESS,"",0,0,Brakes,"",0,"","","5e157643-6716-4718-a616-8d8750c554ac"
2024-01-04 15:36:38.830,tesla_sensor,model_3,D,SHIELD,AUTO EXIT,PROCESS,"",0,0,Brakes,"",0,"","",dbd3d083-3524-4c37-ae9a-a7ca38beaecb
2024-01-04 15:36:48.720,tesla_sensor,model_3,D,ROUGHV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","97347409-e92b-4a59-ad06-3178a32b2e4d"
2024-01-04 15:36:48.720,tesla_sensor,model_3,D,VENTV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","696d8823-9c12-4cf0-9129-1c91633c0fb3"
2024-01-04 15:36:48.720,tesla_sensor,model_3,D,CHAMB WTR INLETV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","",c924da44-c012-4a2c-9196-246b753747b7
2024-01-04 15:36:48.720,tesla_sensor,model_3,D,WTR DRAIN OUTV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","16c75e06-e05f-4dac-a74a-e25101654e1c"
2024-01-04 15:36:48.730,tesla_sensor,model_3,D,MFC1 INLETV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","511e500c-39c2-4c15-b23e-1479b61d96f5"
2024-01-04 15:36:48.730,tesla_sensor,model_3,D,GAS1 INLETV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","88cc5a95-c9a8-42ef-afef-79a2c70140d7"
2024-01-04 15:36:48.730,tesla_sensor,model_3,D,MFC2 INLETV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","28fd4c56-dd49-489d-8799-ee6aa420e5ea"
2024-01-04 15:36:48.730,tesla_sensor,model_3,D,GAS2 INLETV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","",ab882328-5049-4e3f-8160-6f67264612b5
2024-01-04 15:36:48.730,tesla_sensor,model_3,D,MFC3 INLETV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","59475b95-e6a1-4600-9ac7-67b4f40edeb2"
2024-01-04 15:36:48.730,tesla_sensor,model_3,D,GAS3 INLETV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","",ab40d483-5473-44e7-b34b-0980571fe2cb
2024-01-04 15:36:48.750,tesla_sensor,model_3,S,END PRCS,STEP END,"","",0,0,"","",0,"","","7d91823b-bfcc-4556-82e7-10bdefd49945"
2024-01-04 15:36:48.760,tesla_sensor,model_3,S,PUMP ROUGH,STEP START,"","",0,0,"","",0,"","","783a3bf4-64fe-4d5c-b419-4f98be9ec186"
2024-01-04 15:36:48.760,tesla_sensor,model_3,D,PUMP WTRV,AUTO EXIT,PUMP START,"",0,0,"","",0,"","","9fa94d6d-2646-482c-8f84-463d657d3dd0"
2024-01-04 15:36:48.770,tesla_sensor,model_3,D,SP DRP,AUTO EXIT,PUMP ROUGH,"",0,0,"","",0,"","",fb8e9880-585b-45d1-a867-4c2aea56c800
2024-01-04 15:36:48.780,tesla_sensor,model_3,S,PUMP ROUGH,STEP END,"","",0,0,"","",0,"","","4524e8c1-a078-4354-99fc-0ab6b5dcb3f6"
2024-01-04 15:37:03.930,tesla_sensor,model_3,D,DGV,AUTO EXIT,PUMP DOWN,"",0,0,Brakes,"",0,"","","4a0d9333-cfb9-46f0-9676-a12a35c9b3ea"
2024-01-04 15:37:03.930,tesla_sensor,model_3,D,IG FIL,ON,PUMP DOWN,"",0,0,"","",0,"","","797d18f6-ac76-48c5-965c-a6bbfa47ea17"
2024-01-04 15:37:06.620,tesla_sensor,model_3,D,IG FIL,COMPLETE,PUMP DOWN,"",0,2600,"","",0,"","02.6Sec",ac1c9b0a-1baa-452e-abb6-25a64770a81a
2024-01-04 15:37:08.190,tesla_sensor,model_3,S,PUMP DOWN,STEP END,"","",0,0,"","",0,"","",ce9b3078-26d3-4520-83b0-81cd69779ec5
2024-01-04 15:37:08.190,tesla_sensor,model_3,S,ASST MFM GAS OUT,STEP START,"","",0,0,"","",0,"","",b18a610e-4453-4f02-8704-8b8571463b7c
2024-01-04 15:37:08.190,tesla_sensor,model_3,D,ASST INLETV,CLOSE,ASST MFM GAS OUT,"",0,0,"","",0,"","","1fb6dd14-bf00-47c2-a5db-9c84c8d001be"
2024-01-04 15:37:08.190,tesla_sensor,model_3,D,ASST INLETV,COMPLETE,ASST MFM GAS OUT,"",0,0,"","",0,"","00.0Sec","24b28e39-f03b-46db-b229-7da0e7cda604"
2024-01-04 15:37:08.190,tesla_sensor,model_3,D,ASST CTRLV,AUTO EXIT,ASST MFM GAS OUT,"",0,0,"","",0,"","","415f0e63-c491-4753-9943-80399343a646"
2024-01-04 15:37:08.200,tesla_sensor,model_3,D,ASST TMP PUMPV,AUTO EXIT,ASST MFM GAS OUT,"",0,0,"","",0,"","","179451fc-4b7b-4b51-a0bd-393d507047ba"
2024-01-04 15:37:08.220,tesla_sensor,model_3,D,ASST LINE PUMP,AUTO EXIT,ASST MFM GAS OUT,"",0,0,"","",0,"","",a36ad04f-2cdd-4d0c-b754-515ffa8e70dd
2024-01-04 15:37:08.220,tesla_sensor,model_3,D,ASST CTRLV,OPEN,ASST MFM GAS OUT,"",0,0,"","",0,"","",b9fbc304-e2b5-4254-890c-903497899a8f
2024-01-04 15:37:08.220,tesla_sensor,model_3,D,ASST CTRLV,COMPLETE,ASST MFM GAS OUT,"",0,0,"","",0,"","00.0Sec",d322fe88-2571-4b8c-85d0-c3787a01450b
2024-01-04 15:38:08.240,tesla_sensor,model_3,D,ASST CTRLV,CLOSE,ASST MFM GAS OUT,"",0,0,"","",0,"","","89afb15a-7cc4-448c-bf0d-e400886669da"
2024-01-04 15:38:08.240,tesla_sensor,model_3,D,ASST CTRLV,COMPLETE,ASST MFM GAS OUT,"",0,0,"","",0,"","00.0Sec",b86e686c-7e32-4a0c-85d5-a038b18f0673
2024-01-04 15:38:08.240,tesla_sensor,model_3,D,LIFTER,AUTO EXIT,ASST MFM GAS OUT,"",0,0,"","",0,"","","1ac332c5-bc26-4e04-bfab-8fa776858d64"
2024-01-04 15:38:08.280,tesla_sensor,model_3,S,SHTR INIT,STEP START,"","",0,0,"","",0,"","",a8ca80f4-d6e3-42cd-9bc3-51b2d9996db7
2024-01-04 15:38:08.280,tesla_sensor,model_3,D,SHIELD,AUTO EXIT,SHTR INIT,"",0,0,"","",0,"","","39dc1b9d-4ce4-4c45-9217-ac6f97f9dfde"
2024-01-04 15:38:08.280,tesla_sensor,model_3,D,LIFTER,AUTO EXIT,SHTR INIT,"",0,0,"","",0,"","",a75f385b-2f64-4f11-961d-451ef0127d6c
2024-01-04 15:38:08.290,tesla_sensor,model_3,D,SHTR HOME,ON,SHTR INIT,"",0,0,"","",0,"","",cf578daf-6907-43ef-823b-9d5c1d61d9d9
2024-01-04 15:39:08.690,tesla_sensor,model_3,D,SHTR HOME,COMPLETE,SHTR INIT,"",0,60400,"","",0,"","",e1ef7404-adfc-412b-adb8-3acd648374ab
2024-01-04 15:39:08.700,tesla_sensor,model_3,D,SHTR,AUTO EXIT,SHTR INIT,"",0,0,"","",0,"","","2853307b-5a58-45f9-b561-e3e28fd6d47d"
2024-01-04 15:39:08.710,tesla_sensor,model_3,S,SHTR INIT,STEP END,"","",0,0,"","",0,"","",bdb1c325-54eb-4905-945c-05e6f5ed9a1f
2024-01-04 15:39:08.720,tesla_sensor,model_3,S,SHTR SET,STEP START,"","",0,0,"","",0,"","",dea12b58-1da6-48d9-8caf-a16014eea353
2024-01-04 15:39:08.720,tesla_sensor,model_3,D,SHIELD,AUTO EXIT,SHTR SET,"",0,0,"","",0,"","","3eded79e-3182-41da-b4d3-24a92d6f0e62"
2024-01-04 15:39:08.720,tesla_sensor,model_3,D,LIFTER,AUTO EXIT,SHTR SET,"",0,0,"","",0,"","","2236f561-d0c6-4414-abad-c457b2ba4c48"
2024-01-04 15:39:08.730,tesla_sensor,model_3,D,SHTR,CLOSE,SHTR SET,"",0,0,"","",0,"","",cc5af758-5388-45d7-bc59-a58aba70aa02
2024-01-04 15:39:16.270,tesla_sensor,model_3,D,SHTR,COMPLETE,SHTR SET,"",0,7500,"","",0,"","07.5Sec","2460dfbf-b15d-4c74-8ee6-f6ecf52f72f9"
2024-01-04 15:39:16.270,tesla_sensor,model_3,D,LIFTER HI,UP,SHTR SET,"",0,0,"","",0,"","","0c931633-c269-4a12-906d-965b7dd659f5"
2024-01-04 15:39:22.530,tesla_sensor,model_3,D,LIFTER HI,COMPLETE,SHTR SET,"",0,6200,"","",0,"","06.2Sec","0684f340-442a-4a6d-92c2-96d849bc6258"
2024-01-04 15:39:22.550,tesla_sensor,model_3,D,SHTR,OPEN,SHTR SET,"",0,0,"","",0,"","",f887d73f-fec1-4dd3-83d4-4f143dc7ff6d
2024-01-04 15:39:30.090,tesla_sensor,model_3,D,SHTR,COMPLETE,SHTR SET,"",0,7500,"","",0,"","07.5Sec","7d4aece6-67a9-4d88-94da-1cfca18fc4d2"
2024-01-04 15:39:30.100,tesla_sensor,model_3,D,SHIELD,DOWN,SHTR SET,"",0,0,"","",0,"","",c2756d57-cece-409d-a75b-01d05b57152d
2024-01-04 15:47:00.150,tesla_sensor,model_3,D,RF1 PLASMA,AUTO EXIT,END PRCS,"",0,0,"","",0,"","",d4cd7956-8dac-493a-9879-f6120ea7b505
2024-01-04 15:47:00.150,tesla_sensor,model_3,D,IG DEGAS,OFF,END PRCS,"",0,0,"","",0,"","","720eee5b-063a-44ee-a391-2a8dc242522c"
2024-01-04 15:47:23.850,tesla_sensor,model_3,D,CHAMB WTR INLETV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","",abab3d6a-fc92-4bf0-82ef-f9373ecac5d0
2024-01-04 15:47:23.850,tesla_sensor,model_3,D,WTR DRAIN OUTV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","",d6370c4a-f5c6-433a-92d4-6a29b0359958
2024-01-04 15:47:23.860,tesla_sensor,model_3,D,MFC1 INLETV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","7ddeba09-7980-4352-a921-5967c6317ef1"
2024-01-04 15:47:23.860,tesla_sensor,model_3,D,GAS1 INLETV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","",f79bff69-3a56-4d61-98cf-48ed57bd5afb
2024-01-04 15:48:24.360,tesla_sensor,model_3,D,IG FIL,OFF,"","",0,0,"","",0,"","",c6209291-5724-4268-b47b-18db8ee2ab21
2024-01-04 15:50:10.380,tesla_sensor,model_3,D,PRCS1 PS,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","","628b1d9e-dc9a-4fc6-ac8e-8cd2357d0b28"
2024-01-04 15:50:10.380,tesla_sensor,model_3,D,RF2 PS,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","","1b538b23-ba16-4593-9f16-90e957ffaa4e"
2024-01-04 15:50:40.380,tesla_sensor,model_3,R,STEP,R-STEP END,SPT PROCESS,"",9,0,"","",0,"",STEP09,"8484b3b0-4466-4528-9ef5-b23aecf20d0b"
2024-01-04 15:50:40.380,tesla_sensor,model_3,R,STEP,R-STEP START,SPT PROCESS,"",10,0,"","",0,"",STEP10,dc51f457-5065-42eb-a986-82d5a5e6a596
2024-01-04 15:50:40.390,tesla_sensor,model_3,D,PRCS1 PS,OFF,SPT PROCESS,"",0,0,"","",0,"","","9fcc7490-64a0-4d7e-9bd6-886c316893fc"
2024-01-04 15:50:40.390,tesla_sensor,model_3,D,RF2 PS,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","","2e6b4bef-5a2b-480a-b000-59a76c35291d"
2024-01-04 15:50:40.430,tesla_sensor,model_3,D,PRCS1 PS,COMPLETE,SPT PROCESS,"",0,0,"","",0,"","00.0Sec",a3f3f0e8-ff7f-4ef3-8cd8-448d943036a9
2024-01-04 15:50:41.430,tesla_sensor,model_3,R,STEP,R-STEP END,SPT PROCESS,"",10,0,"","",0,"",STEP10,"22086382-2cf8-481e-9318-83f5f5fdf886"
2024-01-04 15:50:41.430,tesla_sensor,model_3,R,STEP,R-STEP START,SPT PROCESS,"",11,0,"","",0,"",STEP11,"2627775a-5499-4599-a291-4fb1114fb3a3"
2024-01-04 15:50:41.430,tesla_sensor,model_3,D,MFC1 MVC,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","","7d8c784a-1650-4bf1-98fe-8128761a321b"
2024-01-04 15:50:41.430,tesla_sensor,model_3,D,MFC2 MVC,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","",bff4401f-b82d-4507-9b1d-06110c204c7f
2024-01-04 15:50:41.430,tesla_sensor,model_3,D,MFC3 MVC,ON,SPT PROCESS,"",0,0,"","",0,"","","91aad9d9-1f3e-42a3-85eb-9369bc82dd97"
2024-01-04 15:50:41.430,tesla_sensor,model_3,D,MFC3 MVC,COMPLETE,SPT PROCESS,"",0,0,"","",0,"","00.0Sec",dbe4bf65-fa3f-4778-a980-99d5081789b4
2024-01-04 15:50:41.450,tesla_sensor,model_3,D,MFC1 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","","40b5823e-0703-44d5-b1eb-837891bb5d8c"
2024-01-04 15:50:41.450,tesla_sensor,model_3,D,GAS1 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","",df25ea11-8569-42ff-be36-700f2c311612
2024-01-04 15:50:41.450,tesla_sensor,model_3,D,MFC2 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","","22dafba3-5190-41b7-8e08-50854001e3af"
2024-01-04 15:50:41.450,tesla_sensor,model_3,D,GAS2 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","","3c5fe94c-ea91-4f5e-a799-d52587386da5"
2024-01-04 15:50:41.450,tesla_sensor,model_3,D,MFC3 INLETV,CLOSE,SPT PROCESS,"",0,0,"","",0,"","",a839f654-b64e-4db6-9644-e2a67577279a
2024-01-04 15:50:41.450,tesla_sensor,model_3,D,MFC3 INLETV,COMPLETE,SPT PROCESS,"",0,0,"","",0,"","00.0Sec","3e563d1a-be2d-42bd-bbd2-9b9c8516e992"
2024-01-04 15:55:09.420,tesla_sensor,model_3,S,SETUP,STEP START,"","",0,0,"","",0,"","","23d8ba0f-8001-4326-bf40-f5689414e6b1"
2024-01-04 15:55:09.420,tesla_sensor,model_3,D,APR1 IAC,AUTO EXIT,SETUP,"",0,0,"","",0,"","","13579727-3a2f-4b13-8981-50372c0b9a1b"
2024-01-04 15:55:09.420,tesla_sensor,model_3,D,APR2 IAC,AUTO EXIT,SETUP,"",0,0,"","",0,"","","9e1095b9-d2a9-4559-9923-9e5c832541a1"
2024-01-04 15:55:09.420,tesla_sensor,model_3,D,APR3 IAC,AUTO EXIT,SETUP,"",0,0,"","",0,"","",fe46b775-66de-4450-bf4e-06775750919c
2024-01-04 15:55:09.430,tesla_sensor,model_3,D,LIFTER,AUTO EXIT,SETUP,"",0,0,"","",0,"","","9815061f-2e6f-4cf1-a2f5-b780e64341e0"
2024-01-04 15:55:09.440,tesla_sensor,model_3,S,PUMP DOWN,STEP START,"","",0,0,"","",0,"","","0e33d331-9e24-4630-9592-3d6fcc2b81d6"
2024-01-04 15:55:09.450,tesla_sensor,model_3,S,PUMP START,STEP START,"","",0,0,"","",0,"","","839d41e7-68b9-4192-a8ef-bd8cd94db0d5"
2024-01-04 15:55:09.450,tesla_sensor,model_3,S,END PRCS,STEP START,"","",0,0,"","",0,"","","44121c47-0a25-4a6b-be57-55bbf69efde3"
2024-01-04 15:55:09.460,tesla_sensor,model_3,D,CHAMB HTR,AUTO EXIT,END PRCS,"",0,0,"","",0,"","",be220826-0f18-4b8c-a985-f649d6fd6f12
2024-01-04 15:55:09.460,tesla_sensor,model_3,D,PUMP HTR,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","3b4e5890-959d-4212-ac6f-fdc6aa2f26c0"
2024-01-04 15:55:09.460,tesla_sensor,model_3,D,SHIELD,UP,END PRCS,"",0,0,"","",0,"","",c625296f-8244-4355-8dcb-0db781b17a31
2024-01-04 15:55:09.460,tesla_sensor,model_3,D,STAGE WTRV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","66ae0321-e3a1-489b-81b4-cd7e5b428ab5"
2024-01-04 16:55:02.180,tesla_sensor,model_3,D,PRCS1 PS,AUTO EXIT,SPT PROCESS,"",0,0,Air Filter,"",0,"","","7d49ebd8-1d85-4e07-a830-720adbeb5e16"
2024-01-04 16:55:02.180,tesla_sensor,model_3,D,RF2 PS,AUTO EXIT,SPT PROCESS,"",0,0,Air Filter,"",0,"","",c4e105a2-63d4-4811-8a0c-b12f794cab7c
2024-01-04 15:55:09.460,tesla_sensor,model_3,D,AIR PRESS INV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","2b044342-6050-44f0-9351-377ecd222f62"
2024-01-04 15:55:09.460,tesla_sensor,model_3,D,PRCS1 PS,AUTO EXIT,END PRCS,"",0,0,"","",0,"","",dcf7b449-6a96-4e5f-be31-f8e1b6cfbd7e
2024-01-04 15:55:09.460,tesla_sensor,model_3,D,RF2 PS,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","9a84a033-2514-41a4-ae8c-171d654e1d3e"
2024-01-04 16:55:02.200,tesla_sensor,model_3,D,ESC,AUTO EXIT,ESC CONTROL,"",0,0,Air Filter,"",0,"","","10e63fd6-ee78-41bf-871e-902cce91bad3"
2024-01-04 16:55:02.200,tesla_sensor,model_3,D,ESC PLUS,ON,ESC CONTROL,F2_EUNO-25,0,0,Air Filter,CHAdeMo,9,"09","","27ecf4e8-34b6-48ff-b9f4-395739e56245"
2024-01-04 16:55:02.220,tesla_sensor,model_3,D,ESC PLUS,COMPLETE,ESC CONTROL,F2_EUNO-25,0,0,Air Filter,CHAdeMo,9,"09","00.0Sec","83acc6c3-14ab-4bba-bc36-0c1f5e1858d0"
2024-01-04 15:55:09.460,tesla_sensor,model_3,D,PRCS TRIGGER,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","38f6b355-c1d0-4a29-bc6d-3c667d1b7fcd"
2024-01-04 15:55:09.460,tesla_sensor,model_3,D,MFC1 MVC,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","79e4a376-44e2-46d5-b44c-71b9d1983e2d"
2024-01-04 15:55:09.460,tesla_sensor,model_3,D,MFC2 MVC,AUTO EXIT,END PRCS,"",0,0,"","",0,"","",ff05a132-6de0-4768-b8ad-4a76cbdbe962
2024-01-04 15:55:09.460,tesla_sensor,model_3,D,MFC3 MVC,AUTO EXIT,END PRCS,"",0,0,"","",0,"","",f6d5e5e5-3eb4-4b74-a902-cb1bd4e6927f
2024-01-04 15:55:09.460,tesla_sensor,model_3,D,RF1 PLASMA,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","986377be-2cd3-4ff6-8c8e-b49a0929a717"
2024-01-04 15:55:13.540,tesla_sensor,model_3,D,SHIELD,COMPLETE,END PRCS,"",0,4000,"","",0,"","04.0Sec",e3978a37-ed6f-4c32-8374-e48ba486e2bb
2024-01-04 15:55:13.540,tesla_sensor,model_3,D,IG DEGAS,OFF,END PRCS,"",0,0,"","",0,"","",c763455d-d921-4fc4-b6f2-2d56ec78979e
2024-01-04 15:55:13.540,tesla_sensor,model_3,D,IG DEGAS,COMPLETE,END PRCS,"",0,0,"","",0,"","00.0Sec",abc34406-0ffe-4ca9-b4f3-a8efbb79b08d
2024-01-04 15:55:14.170,tesla_sensor,model_3,D,MAGNET,COMPLETE,END PRCS,"",0,600,"","",0,"","00.6Sec","7a7cd969-fa50-40b5-b29e-73d2ae404ecd"
2024-01-04 15:55:14.190,tesla_sensor,model_3,D,ROUGHV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","18838af6-1e38-4ce4-a40b-92bc05492de7"
2024-01-04 15:55:14.340,tesla_sensor,model_3,S,ROUGH,STEP START,"","",0,0,"","",0,"","",fd680874-536e-494b-9a32-fcae473de0c4
2024-01-04 15:55:14.340,tesla_sensor,model_3,S,END PRCS,STEP START,"","",0,0,"","",0,"","","6cafd5e5-7e51-4bf5-b89e-8e99a13c4f1c"
2024-01-04 15:55:14.350,tesla_sensor,model_3,D,PUMP HTR,AUTO EXIT,END PRCS,"",0,0,"","",0,"","",bb88f874-9fcb-4f4a-9e31-cbb47b2aa86a
2024-01-04 15:55:15.100,tesla_sensor,model_3,D,SHIELD,AUTO EXIT,SHTR RESET,"",0,0,"","",0,"","",af7f4a02-4292-49ec-ada4-f4f507564cea
2024-01-04 15:55:32.060,tesla_sensor,model_3,D,IG FIL,COMPLETE,PUMP DOWN,"",0,2400,"","",0,"","02.4Sec","9ae532df-c16c-47d4-bfad-f3fa6095459a"
2024-01-04 15:55:32.930,tesla_sensor,model_3,D,LIFTER,COMPLETE,SHTR RESET,"",0,3900,"","",0,"","03.9Sec","6721b985-c05b-45c6-b931-0e7e8928718e"
2024-01-04 15:55:32.930,tesla_sensor,model_3,D,SHTR,OPEN,SHTR RESET,"",0,0,"","",0,"","","0298bc7f-cb4a-4d48-996b-3c620a42601a"
2024-01-04 15:55:33.800,tesla_sensor,model_3,S,PUMP DOWN,STEP END,"","",0,0,"","",0,"","","75ed3c18-9579-4681-afa5-cdef432b2735"
2024-01-04 15:55:40.480,tesla_sensor,model_3,D,SHTR,COMPLETE,SHTR RESET,"",0,7500,"","",0,"","07.5Sec","64547d59-b22b-4bb5-ad4a-eeece576cb5d"
2024-01-04 15:55:40.490,tesla_sensor,model_3,S,SHTR RESET,STEP END,"","",0,0,"","",0,"","","9246b74f-2fd2-4c71-a2ce-9bede98d7aca"
2024-01-04 15:55:40.490,tesla_sensor,model_3,D,ASST LINE PUMP,CLOSE,ASST INIT,"",0,0,"","",0,"","",a8aab690-ca35-4888-b8a6-5fb741968b4e
2024-01-04 15:55:40.490,tesla_sensor,model_3,D,ASST LINE PUMP,COMPLETE,ASST INIT,"",0,0,"","",0,"","00.0Sec",b879511b-1bae-4155-baae-e92c8c54afa1
2024-01-04 15:55:40.490,tesla_sensor,model_3,D,ASST ROUGHV,AUTO EXIT,ASST INIT,"",0,0,"","",0,"","",fed01646-6bcd-499a-8a70-b863577c7a44
2024-01-04 15:55:40.490,tesla_sensor,model_3,D,ASST TMP PUMPV,CLOSE,ASST INIT,"",0,0,"","",0,"","",cb08b228-940f-48b3-9369-0d27ef180620
2024-01-04 15:55:40.490,tesla_sensor,model_3,D,ASST TMP PUMPV,COMPLETE,ASST INIT,"",0,0,"","",0,"","00.0Sec",a91c2772-7033-480e-9474-fabd0d2502c9
2024-01-04 15:55:41.490,tesla_sensor,model_3,D,ASST INLETV,OPEN,ASST INIT,"",0,0,"","",0,"","","2623777e-6ab8-401a-928f-6eeae4fedaac"
2024-01-04 15:55:41.490,tesla_sensor,model_3,D,ASST INLETV,COMPLETE,ASST INIT,"",0,0,"","",0,"","00.0Sec",b95a53fc-7b71-4ece-a19f-888645f6a5be
2024-01-04 15:55:41.510,tesla_sensor,model_3,D,ASST CTRL,ON,ASST INIT,"",0,0,"","",0,"","","8e0a559a-90e4-49e8-ac48-48b464adc6fd"
2024-01-04 15:55:41.510,tesla_sensor,model_3,D,ASST CTRL,COMPLETE,ASST INIT,"",0,0,"","",0,"","00.0Sec","6b6dbc57-25e9-4479-91bd-9714e5daca5c"
2024-01-04 15:59:45.080,tesla_sensor,model_3,D,LIFTER,COMPLETE,LOAD,F2_EUNO-24,0,2800,Transmission,CHAdeMo,23,"23","02.8Sec","5ac7fa49-9f76-4eb3-8fd7-6c97e74cd265"
2024-01-04 15:59:45.090,tesla_sensor,model_3,D,ASST LINE PUMP,CLOSE,PROCESS,F2_EUNO-24,0,0,Transmission,CHAdeMo,23,"23","",ca6f45c6-2ae6-4dc3-bafc-22d3fc88f609
2024-01-04 15:59:45.090,tesla_sensor,model_3,D,ASST LINE PUMP,COMPLETE,PROCESS,F2_EUNO-24,0,0,Transmission,CHAdeMo,23,"23","00.0Sec",c3c14eac-6894-49b4-90c1-d20024beb7af
2024-01-04 15:59:45.140,tesla_sensor,model_3,D,CONDV1,OPEN,SPT PROCESS,F2_EUNO-24,0,0,Transmission,CHAdeMo,23,"23","","72dbfb6e-0f68-4d6a-894a-57721a7bfbd8"
2024-01-04 15:59:45.140,tesla_sensor,model_3,D,AMC2 AUTO MATCH,AUTO EXIT,SPT PROCESS,"",0,0,Transmission,"",0,"","",ced8002f-0116-4087-8cd5-38c39cbd1af9
